Id,Sales
11989,7740.88916016
12845,8453.41601562
13701,9091.58300781
14557,10882.5185547
15413,4673.63476562
16269,6816.82177734
17125,6902.50585938
17981,6486.01269531
18837,6392.65576172
19693,6210.51708984
20549,7396.00634766
21405,4598.37988281
22261,6038.84033203
23117,7701.80517578
23973,7792.17236328
24829,8072.59472656
25685,8643.62011719
26541,10649.3984375
27397,4846.74511719
28253,6379.21923828
29109,6714.75146484
29965,6378.79296875
30821,6092.22900391
31677,6122.24609375
32533,7002.14453125
33389,4833.578125
34245,6332.27929688
35101,7274.37060547
35957,7463.43359375
36813,7585.15478516
37669,8233.45703125
38525,10667.9316406
39381,5430.77539062
40237,6881.98828125
6,5638.98779297
862,5878.19628906
1718,6352.03027344
2574,7207.23486328
3430,4871.87695312
4286,4487.16308594
5142,5147.20263672
5998,5087.015625
6854,5068.25732422
7710,5153.51074219
8566,5789.31152344
9422,4405.79296875
10278,4114.16210938
11134,5632.10693359
11990,5761.11279297
12846,6004.45361328
13702,6391.04052734
14558,7552.18554688
15414,4877.41943359
16270,4645.9921875
17126,5134.28662109
17982,4827.58789062
18838,4755.58886719
19694,4566.20507812
20550,5433.56835938
21406,4833.21826172
22262,4377.93798828
23118,5605.94091797
23974,5600.16357422
24830,5637.86328125
25686,6228.27783203
26542,7349.46777344
27398,5392.79882812
28254,4906.79003906
29110,5160.84521484
29966,4939.49316406
30822,4743.43408203
31678,5065.91796875
32534,5432.65136719
33390,5062.41601562
34246,4643.12109375
35102,5456.87890625
35958,5474.26513672
36814,5619.15869141
37670,5993.22705078
38526,7342.32128906
39382,5484.98535156
40238,5122.91308594
7,7426.11865234
863,8314.25
1719,8711.48730469
2575,9883.99609375
3431,4193.0859375
4287,5080.96826172
5143,6177.91552734
5999,6226.47216797
6855,6445.13769531
7711,6285.31884766
8567,6757.51660156
9423,3889.80273438
10279,4756.83691406
11135,7820.54052734
11991,8285.04003906
12847,9211.08105469
13703,9685.93652344
14559,11785.6240234
15415,4891.86328125
16271,6290.54296875
17127,7123.9765625
17983,6587.45166016
18839,6646.53222656
19695,6075.70166016
20551,6943.67724609
21407,4643.59521484
22263,5268.7109375
23119,7854.7109375
23975,8045.33056641
24831,8553.49023438
25687,8876.24511719
26543,10220.4677734
27399,4579.14648438
28255,5414.74609375
29111,6732.56103516
29967,6608.80517578
30823,6521.34033203
31679,6598.90332031
32535,7265.28710938
33391,4411.58398438
34247,5331.74365234
35103,7622.72314453
35959,7979.58447266
36815,8612.51367188
37671,8787.8125
38527,10896.1240234
39383,4960.35742188
40239,5628.43896484
8,7958.84179688
864,8646.59667969
1720,9419.71484375
2576,11239.0869141
3432,5841.78125
4288,6339.76074219
5144,6163.48925781
6000,6363.63720703
6856,6241.30761719
7712,6178.58740234
8568,6528.91455078
9424,5169.73828125
10280,5957.36621094
11136,8277.49707031
11992,8738.67480469
12848,9533.57226562
13704,9413.5625
14560,11216.2568359
15416,6505.80859375
16272,6986.56689453
17128,6531.98583984
17984,6050.37744141
18840,6215.75
19696,5775.12060547
20552,6469.34912109
21408,6697.88378906
22264,6337.41503906
23120,8401.8359375
23976,8443.12695312
24832,8950.13769531
25688,9496.25585938
26544,10861.1474609
27400,6343.65625
28256,6616.91650391
29112,6670.76220703
29968,6276.54833984
30824,6064.6484375
31680,6327.06884766
32536,6686.48974609
33392,6211.41748047
34248,6338.05615234
35104,8294.58300781
35960,8393.98632812
36816,8978.25878906
37672,9226.61816406
38528,10569.7519531
39384,6428.30322266
40240,6632.54296875
9,5545.13867188
865,6049.69042969
1721,6523.93457031
2577,8280.42578125
3433,5015.97363281
4289,4472.13037109
5145,3665.75292969
6001,3768.60668945
6857,3698.91259766
7713,3441.99291992
8569,3752.53564453
9425,4056.66503906
10281,3980.54760742
11137,5823.08886719
11993,5868.28076172
12849,6485.83300781
13705,6454.72900391
14561,8245.11914062
15417,5049.63085938
16273,4621.46972656
17129,3809.66040039
17985,3684.64599609
18841,3651.04663086
19697,3393.89379883
20553,3690.32714844
21409,4869.80029297
22265,4017.48120117
23121,5620.53125
23977,5725.78857422
24833,6172.37304688
25689,6460.44482422
26545,7839.73388672
27401,4711.16601562
28257,4157.13085938
29113,4174.10986328
29969,3975.36791992
30825,3827.63354492
31681,3767.31982422
32537,3974.41235352
33393,4741.71044922
34249,4469.01318359
35105,5763.71289062
35961,5779.88183594
36817,5994.45605469
37673,6135.80322266
38529,7456.19042969
39385,5445.33056641
40241,4625.23632812
10,5429.36669922
866,5637.03027344
1722,6460.69140625
2578,7252.90771484
3434,3418.97070312
4290,3172.15576172
5146,4678.01025391
6002,4644.34375
6858,4662.56982422
7714,4796.46728516
8570,5099.58886719
9426,3373.390625
10282,2892.09960938
11138,5659.07519531
11994,5687.29492188
12850,6061.50244141
13706,6860.57666016
14562,7365.06054688
15418,3640.50512695
16274,3352.21166992
17130,4817.22900391
17986,4522.13964844
18842,4322.78808594
19698,4229.88427734
20554,4669.53955078
21410,3490.546875
22266,2916.54003906
23122,5447.95947266
23978,5559.80908203
24834,5752.36572266
25690,6182.73144531
26546,7251.10205078
27402,3693.75732422
28258,3269.11938477
29114,4837.14794922
29970,4670.36816406
30826,4590.17138672
31682,4638.24316406
32538,4906.01318359
33394,3847.81958008
34250,3107.47729492
35106,5355.55712891
35962,5424.42871094
36818,5619.67333984
37674,6025.65283203
38530,7445.69384766
39386,4156.06005859
40242,3457.90185547
11,7009.6953125
867,7164.57617188
1723,7796.27587891
2579,9864.67089844
3435,5094.37695312
4291,5909.49267578
5147,6282.50195312
6003,5868.48242188
6859,5832.26074219
7715,5948.10546875
8571,6470.84863281
9427,4551.11621094
10283,5486.06835938
11139,7745.22412109
11995,7696.54736328
12851,8082.17089844
13707,8692.07519531
14563,11235.2607422
15419,5481.02099609
16275,6397.10253906
17131,5942.25341797
17987,5375.57861328
18843,5061.83642578
19699,4962.81884766
20555,5739.13037109
21411,5277.66894531
22267,5464.43652344
23123,7312.6875
23979,7162.89501953
24835,7121.64648438
25691,7681.66699219
26547,9449.54492188
27403,5214.90185547
28259,5843.64257812
29115,6209.63427734
29971,5707.73974609
30827,5139.44628906
31683,5351.58447266
32539,6130.03564453
33395,5274.78515625
34251,5696.55175781
35107,6863.58740234
35963,6776.02099609
36819,6909.31640625
37675,7380.72119141
38531,9471.5703125
39387,5445.98486328
40243,6215.77929688
12,8042.94433594
868,8593.42773438
1724,9544.0078125
2580,11176.9375
3436,5113.10498047
4292,5318.14160156
5148,6779.40185547
6004,6951.99414062
6860,6915.02587891
7716,7073.52050781
8572,7955.70703125
9428,4556.08496094
10284,4751.63037109
11140,7559.84667969
11996,8047.94775391
12852,8760.53125
13708,9385.03613281
14564,11021.6533203
15420,5262.09619141
16276,5633.63818359
17132,7178.14648438
17988,6506.88818359
18844,6692.10449219
19700,6471.49023438
20556,7341.41064453
21412,5488.90527344
22268,5025.77246094
23124,7913.34228516
23980,8175.77587891
24836,8320.15234375
25692,9089.05175781
26548,10379.0068359
27404,5601.109375
28260,5513.37841797
29116,7188.67089844
29972,6897.34570312
30828,6852.87255859
31684,7251.67626953
32540,7752.77783203
33396,5519.06103516
34252,5385.06787109
35108,8010.63623047
35964,8327.01171875
36820,8434.45800781
37676,8833.08984375
38532,10468.5419922
39388,5742.16943359
40244,5698.51367188
13,7035.93310547
869,7226.31591797
1725,8293.11230469
2581,10152.2558594
3437,3824.70629883
4293,4098.00097656
5149,5878.38134766
6005,5950.95996094
6861,5815.29052734
7717,6050.82177734
8573,6465.55517578
9429,3509.96679688
10285,3976.58911133
11141,7751.10693359
11997,7755.65478516
12853,7531.10253906
13709,7814.85107422
14565,11691.4345703
15421,4335.80517578
16277,4720.26123047
17133,6727.72705078
17989,5900.48095703
18845,5756.59228516
19701,5686.79052734
20557,6635.64990234
21413,4105.36865234
22269,3893.97924805
23125,7260.66650391
23981,7582.41308594
24837,8038.16650391
25693,8568.75976562
26549,10009.5449219
27405,4162.39599609
28261,4165.79638672
29117,6142.63720703
29973,5808.80419922
30829,5664.859375
31685,5822.62207031
32541,6388.99853516
33397,4083.19677734
34253,4092.0402832
35109,6945.42578125
35965,7178.70800781
36821,7456.51074219
37677,7948.85791016
38533,9373.9609375
39389,4079.92626953
40245,4267.29052734
14,8766.61621094
870,8650.38378906
1726,9554.47265625
2582,10638.8105469
3438,5506.64599609
4294,5228.02050781
5150,7021.97509766
6006,7717.53417969
6862,7246.96777344
7718,7248.08740234
8574,8141.31933594
9430,4412.67822266
10286,4757.68994141
11142,7650.04394531
11998,8984.68359375
12854,9007.18066406
13710,9268.42578125
14566,11724.4658203
15422,5341.88916016
16278,5454.38623047
17134,6543.97119141
17990,7262.04492188
18846,6890.54003906
19702,6808.08203125
20558,7502.109375
21414,5100.11425781
22270,4803.18847656
23126,7969.36962891
23982,9359.83691406
24838,8905.12792969
25694,9415.60058594
26550,10329.0380859
27406,5351.76318359
28262,4675.72607422
29118,7474.875
29974,8397.78125
30830,7372.90429688
31686,7585.47314453
32542,7800.12890625
33398,5142.015625
34254,5334.86230469
35110,7938.78076172
35966,9187.77734375
36822,8865.17871094
37678,9082.47460938
38534,10985.1425781
39390,5693.06982422
40246,5685.17431641
15,6108.83007812
871,6093.4375
1727,7218.37988281
2583,8884.96972656
3439,4770.95996094
4295,5313.42089844
5151,4428.01806641
6007,4168.27294922
6863,4155.59228516
7719,4408.34082031
8575,4979.39599609
9431,4280.63037109
10287,5164.44970703
11143,6583.48828125
11999,6501.84423828
12855,6668.85986328
13711,7232.93554688
14567,10673.1523438
15423,5970.52978516
16279,6126.14257812
17135,4766.60205078
17991,4152.66015625
18847,4020.52148438
19703,4145.65429688
20559,4971.36572266
21415,5137.51513672
22271,5120.52392578
23127,6726.23876953
23983,6500.23242188
24839,6542.81689453
25695,7738.72607422
26551,9204.66113281
27407,5049.16845703
28263,5497.24658203
29119,4917.84375
29975,4405.56201172
30831,4033.28222656
31687,4569.55126953
32543,5279.88964844
33399,5087.21923828
34255,5408.09765625
35111,6610.51367188
35967,6422.04589844
36823,6593.52392578
37679,7478.94726562
38535,9546.85742188
39391,5543.46240234
40247,5787.89794922
16,4969.64941406
872,5096.29199219
1728,5941.40332031
2584,6887.75439453
3440,3714.1940918
4296,3287.16333008
5152,4034.70996094
6008,4104.93798828
6864,3952.72509766
7720,3859.90356445
8576,4418.98388672
9432,3513.84277344
10288,3037.84204102
11144,5130.40966797
12000,5033.73681641
12856,5234.47753906
13712,5882.04980469
14568,7898.08789062
15424,4091.19726562
16280,3890.75268555
17136,4687.44433594
17992,4122.27392578
18848,3970.35009766
19704,3674.65283203
20560,4217.68457031
21416,3886.97631836
22272,3245.44458008
23128,5165.32666016
23984,5128.74072266
24840,5160.05273438
25696,5662.37402344
26552,6714.04736328
27408,3773.48461914
28264,2662.0949707
29120,4432.97949219
29976,4083.43432617
30832,3893.93115234
31688,4095.91040039
32544,4415.63427734
33400,3913.79467773
34256,3287.54296875
35112,5112.97851562
35968,5077.49462891
36824,5218.72851562
37680,5451.72802734
38536,6518.42382812
39392,3969.57763672
40248,3621.47558594
17,5605.79150391
873,5704.62646484
1729,6272.36474609
2585,7707.99316406
3441,5349.73681641
4297,4255.5390625
5153,4609.88183594
6009,4316.16259766
6865,4195.17041016
7721,4074.57080078
8577,4867.22265625
9433,4602.73730469
10289,4062.13256836
11145,5641.71533203
12001,5689.35693359
12857,6040.06201172
13713,6550.69726562
14569,8347.75097656
15425,5284.99365234
16281,4564.46337891
17137,4465.00341797
17993,3971.67602539
18849,3793.01977539
19705,3588.1574707
20561,4392.70019531
21417,5197.55566406
22273,4042.73486328
23129,5673.32177734
23985,5636.234375
24841,5537.91845703
25697,6022.14794922
26553,7855.36279297
27409,5546.00634766
28265,4565.03808594
29121,4776.91601562
29977,4444.36914062
30833,3960.70410156
31689,3961.05175781
32545,4581.11669922
33401,5167.0859375
34257,4293.38085938
35113,5659.22607422
35969,5637.76123047
36825,5687.87011719
37681,6028.40087891
38537,8149.98193359
39393,5988.99267578
40249,5007.26367188
18,9286.29003906
874,9666.94335938
1730,10882.1132812
2586,12557.515625
3442,5167.07617188
4298,6383.63818359
5154,7738.90332031
6010,7500.22802734
6866,7525.27880859
7722,7590.78564453
8578,8529.68554688
9434,4660.08886719
10290,6011.44482422
11146,9448.66113281
12002,9538.60253906
12858,10186.4355469
13714,11360.0371094
14570,14073.1816406
15426,5242.10742188
16282,7096.71337891
17138,8683.65625
17994,7484.2421875
18850,7264.62890625
19706,6956.98242188
20562,8168.46484375
21418,5142.29541016
22274,6136.13085938
23130,9670.31835938
23986,9749.66699219
24842,10534.1855469
25698,11096.1396484
26554,12990.265625
27410,5545.12304688
28266,6760.71435547
29122,8304.64453125
29978,7754.30859375
30834,7516.78564453
31690,7544.92089844
32546,8391.14453125
33402,5539.84130859
34258,6683.62695312
35114,9777.38964844
35970,9766.37304688
36826,10121.6455078
37682,10335.3046875
38538,12752.3632812
39394,5893.59619141
40250,7377.87792969
19,10196.0976562
875,10472.4169922
1731,11171.0761719
2587,13267.4589844
3443,11392.7724609
4299,8199.84472656
5155,8588.05273438
6011,9004.70605469
6867,8692.57226562
7723,8906.78417969
8579,10111.5341797
9435,9987.24023438
10291,8047.57910156
11147,10047.7382812
12003,11066.7363281
12859,12030.6289062
13715,12642.3076172
14571,16451.0
15427,13693.7636719
16283,9139.44433594
17139,9570.84375
17995,8993.60839844
18851,8250.95703125
19707,8046.02880859
20563,9523.83886719
21419,11123.1269531
22275,7543.94238281
23131,9895.54199219
23987,10503.3867188
24843,10799.7587891
25699,11004.5
26555,13593.7226562
27411,11830.1416016
28267,8306.0390625
29123,8963.62695312
29979,8996.79101562
30835,8382.74511719
31691,8962.07128906
32547,9479.80371094
33403,11216.2998047
34259,8003.50341797
35115,10075.6445312
35971,10885.3212891
36827,10862.3701172
37683,11126.4482422
38539,13606.3828125
39395,13202.9052734
40251,9371.96777344
20,9425.91601562
876,10115.4980469
1732,11755.3798828
2588,13464.2792969
3444,7046.29589844
4300,6817.48486328
5156,7619.85205078
6012,7887.56347656
6868,7850.71142578
7724,8574.65429688
8580,8754.48339844
9436,6807.78369141
10292,6595.93310547
11148,10020.3955078
12004,10506.171875
12860,11173.6865234
13716,13263.2587891
14572,15546.0117188
15428,7997.55126953
16284,7690.37597656
17140,8469.12109375
17996,7632.88720703
18852,7295.03466797
19708,7392.10644531
20564,8001.20605469
21420,6830.40478516
22276,6437.29199219
23132,9185.078125
23988,9873.90527344
24844,10428.6308594
25700,11474.9316406
26556,13226.2841797
27412,6922.17919922
28268,6920.78613281
29124,7789.54199219
29980,7611.18652344
30836,7424.66699219
31692,8261.90332031
32548,8497.83789062
33404,7184.28369141
34260,6569.80712891
35116,8766.33984375
35972,9447.58886719
36828,9966.98046875
37684,11375.6386719
38540,13264.4599609
39396,8231.91894531
40252,7421.1484375
21,7697.08349609
877,8156.25
1733,9142.84472656
2589,11696.5878906
3445,7169.23779297
4301,7103.19433594
5157,6620.02880859
6013,6376.50585938
6869,6430.20410156
7725,6679.84130859
8581,7439.52490234
9437,6317.81787109
10293,6882.92724609
11149,8227.625
12005,8610.41113281
12861,9084.26757812
13717,10159.5878906
14573,12797.3349609
15429,7451.39160156
16285,7859.125
17141,7356.55810547
17997,6689.97314453
18853,6533.52490234
19709,6303.17382812
20565,7590.90136719
21421,7703.28222656
22277,6888.45703125
23133,8293.5234375
23989,8444.86621094
24845,8897.05371094
25701,9450.10351562
26557,11873.0605469
27413,7918.95947266
28269,7605.58398438
29125,7317.92089844
29981,6862.05566406
30837,6599.12353516
31693,6252.33056641
32549,6995.63574219
33405,7607.99267578
34261,7160.49755859
35117,7815.34326172
35973,7976.15283203
36829,8317.54199219
37685,8716.60742188
38541,11476.9667969
39397,8200.18066406
40253,7802.65869141
22,4441.47851562
878,4434.02392578
1734,5442.79150391
2590,5531.67822266
3446,3003.1315918
4302,3193.16894531
5158,3315.6940918
6014,3707.1784668
6870,3527.44140625
7726,3641.64111328
8582,3601.57958984
9438,2974.00097656
10294,3146.67236328
11150,4291.91943359
12006,4858.73876953
12862,4943.40527344
13718,5705.29589844
14574,6821.20556641
15430,3355.99682617
16286,3510.20117188
17142,3611.515625
17998,3546.91772461
18854,3367.63842773
19710,3384.1237793
20566,3325.51391602
21422,2913.83398438
22278,2938.53662109
23134,3947.67578125
23990,4746.16748047
24846,4738.70361328
25702,5494.9453125
26558,5834.77587891
27414,3111.19677734
28270,3273.0480957
29126,3410.53369141
29982,3622.43603516
30838,3319.68823242
31694,3637.98144531
32550,3637.10693359
33406,3143.52807617
34262,3171.00610352
35118,3889.83984375
35974,4609.43310547
36830,4698.06201172
37686,5377.50195312
38542,6308.65283203
39398,3229.74243164
40254,3351.58496094
23,5562.15917969
879,5687.25146484
1735,6074.07910156
2591,7204.56835938
3447,4751.29052734
4303,5261.19287109
5159,5261.31347656
6015,4871.83544922
6871,4751.88427734
7727,4775.93652344
8583,5412.03515625
9439,4124.51220703
10295,5008.64941406
11151,6301.5625
12007,6222.99316406
12863,6561.54052734
13719,6930.29199219
14575,8045.32275391
15431,4956.31835938
16287,5940.88769531
17143,5553.00927734
17999,4892.796875
18855,4632.62744141
19711,4445.98876953
20567,5340.73779297
21423,4983.24462891
22279,5153.33349609
23135,6276.80566406
23991,6081.49951172
24847,6016.19433594
25703,6387.03662109
26559,7939.06103516
27415,5141.16210938
28271,5564.14892578
29127,5750.76367188
29983,5268.96191406
30839,4693.609375
31695,4822.20751953
32551,5479.36376953
33407,5143.13916016
34263,5502.34570312
35119,6110.88134766
35975,5916.83056641
36831,5957.11621094
37687,6163.47167969
38543,8412.1875
39399,5608.71142578
40255,6019.01269531
24,4434.74755859
880,4612.52099609
1736,5543.41455078
2592,6513.33984375
3448,2773.9543457
4304,2452.44458008
5160,3294.12915039
6016,3476.07885742
6872,3483.43823242
7728,3533.86767578
8584,3938.15234375
9440,2483.49072266
10296,2190.78686523
11152,4538.64794922
12008,4682.15771484
12864,5034.1640625
13720,5771.97607422
14576,6449.86669922
15432,2608.25585938
16288,2576.86499023
17144,3658.61914062
18000,3374.66845703
18856,3409.4050293
19712,3337.82348633
20568,3747.27001953
21424,2840.26708984
22280,2345.60864258
23136,4498.03955078
23992,4655.16601562
24848,4807.07519531
25704,5283.6328125
26560,6377.60693359
27416,2801.52832031
28272,2110.86425781
29128,3822.90429688
29984,3571.25415039
30840,3577.14575195
31696,3788.45996094
32552,4105.41943359
33408,3066.31762695
34264,2620.98632812
35120,4592.48388672
35976,4733.66162109
36832,4857.81640625
37688,5285.29101562
38544,6036.75
39400,3178.82324219
40256,2626.34277344
25,7975.99316406
881,8289.86132812
1737,9105.12109375
2593,10372.7724609
3449,4763.91113281
4305,7483.38525391
5161,7182.16015625
6017,6961.76806641
6873,7063.77832031
7729,7240.14160156
8585,8269.87402344
9441,4511.95410156
10297,7026.08154297
11153,8385.71972656
12009,8623.13378906
12865,9464.7890625
13721,10117.4765625
14577,11852.3789062
15433,6732.16894531
16289,8875.20410156
17145,8380.62695312
18001,7687.82373047
18857,7570.53320312
19713,7530.85791016
20569,8716.99804688
21425,6261.46777344
22281,7651.91943359
23137,8676.60253906
23993,8687.52441406
24849,8894.94140625
25705,9665.7265625
26561,11345.8632812
27417,6453.23291016
28273,8071.67871094
29129,7750.74462891
29985,7416.10302734
30841,7134.39404297
31697,6907.33300781
32553,7643.45068359
33409,6376.94970703
34265,8003.72460938
35121,7952.99121094
35977,8133.95361328
36833,8216.96679688
37689,8765.42089844
38545,10740.9697266
39401,7366.31787109
40257,8639.68066406
26,9513.68847656
882,9755.68554688
1738,11235.8935547
2594,13388.7783203
3450,7057.64990234
4306,7958.81884766
5162,8291.82226562
6018,7774.65966797
6874,7713.2734375
7730,7909.01074219
8586,8770.23730469
9442,6251.06054688
10298,7798.38818359
11154,10162.3886719
12010,10110.0878906
12866,10482.5400391
13722,11961.9570312
14578,16021.3789062
15434,7348.99121094
16290,8766.72460938
17146,8926.75292969
18002,8123.13818359
18858,7639.87939453
19714,7324.22607422
20570,8676.32910156
21426,7091.23291016
22282,7661.36230469
23138,10278.6914062
23994,10216.8320312
24850,10702.3671875
25706,11740.6796875
26562,14624.5546875
27418,7653.01416016
28274,8658.76171875
29130,8938.109375
29986,8476.03027344
30842,7809.55322266
31698,7875.640625
32554,8981.58203125
33410,7464.42333984
34266,8390.37597656
35122,10419.7021484
35978,10459.5097656
36834,10689.9921875
37690,11337.1660156
38546,14269.6591797
39402,7621.84375
40258,8802.26660156
27,9729.18457031
883,9976.12011719
1739,11024.2080078
2595,12279.6376953
3451,4849.72802734
4307,7138.33496094
5163,8121.015625
6019,8138.16748047
6875,7850.12744141
7731,7969.75732422
8587,8775.27441406
9443,4185.38916016
10299,7090.78613281
11155,9454.59375
12011,10001.4238281
12867,10217.3291016
13723,10949.8066406
14579,13520.2939453
15435,4773.45458984
16291,7914.76123047
17147,8545.37695312
18003,7786.63769531
18859,7915.21435547
19715,7803.83496094
20571,8549.43652344
21427,4652.15625
22283,7140.70507812
23139,9774.58300781
23995,10136.7558594
24851,10032.8857422
25707,11261.1054688
26563,12107.1630859
27419,5001.015625
28275,4769.76757812
29131,8935.22851562
29987,8555.30957031
30843,8061.60742188
31699,8660.64453125
32555,9016.48925781
33411,4589.50585938
34267,7593.60986328
35123,9883.58203125
35979,10378.8876953
36835,10569.7021484
37691,11190.3662109
38547,13243.0722656
39403,5536.56103516
40259,8323.96972656
28,5695.36767578
884,6027.72802734
1740,6696.94482422
2596,8409.86914062
3452,6386.04345703
4308,5255.23925781
5164,4527.02539062
6020,4294.69189453
6876,4213.92822266
7732,4238.87939453
8588,5049.04785156
9444,5559.14648438
10300,5017.24658203
11156,6202.47167969
12012,6281.90869141
12868,6934.45117188
13724,7643.21728516
14580,9403.12597656
15436,6434.1796875
16292,5693.78125
17148,5015.27539062
18004,4471.26855469
18860,4137.98193359
19716,4047.22631836
20572,4706.18017578
21428,6194.57275391
22284,5059.09960938
23140,6023.84277344
23996,5987.74755859
24852,6251.57324219
25708,6683.81835938
26564,8785.0390625
27420,6545.40087891
28276,5603.73828125
29132,4840.0
29988,4558.18017578
30844,4229.06933594
31700,4109.40820312
32556,4641.62011719
33412,6093.45507812
34268,5259.51171875
35124,5937.15429688
35980,5934.60107422
36836,6216.15283203
37692,6678.61816406
38548,8762.26074219
39404,7155.94335938
40260,6006.54443359
29,5228.31982422
885,5759.55273438
1741,6527.45166016
2597,7670.42871094
3453,3227.90649414
4309,2932.15600586
5165,3854.42480469
6021,4025.30297852
6877,4164.11572266
7733,4115.32373047
8589,4444.15283203
9445,3040.56152344
10301,2842.34204102
11157,5340.99755859
12013,5780.79736328
12869,6487.31787109
13725,7267.02685547
14581,7939.97753906
15437,3258.07006836
16293,3541.19726562
17149,4337.15332031
18005,3956.82958984
18861,3907.1472168
19717,3761.35180664
20573,4138.88183594
21429,2871.01196289
22285,2902.51025391
23141,5124.22753906
23997,5458.58105469
24853,5907.01318359
25709,6244.86279297
26565,7639.66796875
27421,2936.16870117
28277,3189.10205078
29133,4103.59130859
29989,4050.67138672
30845,4117.81347656
31701,4118.27294922
32557,4393.14892578
33413,3010.17041016
34269,3016.75390625
35125,5135.45751953
35981,5451.39550781
36837,5737.39550781
37693,6335.69238281
38549,7547.67041016
39405,3213.31591797
40261,3098.74438477
30,4303.74658203
886,4295.18359375
1742,5235.82080078
2598,5794.01269531
3454,4472.8984375
4310,4422.11279297
5166,3818.36303711
6022,4094.53515625
6878,3946.15087891
7734,4084.26025391
8590,3874.60058594
9446,4128.36962891
10302,4052.19799805
11158,4249.98535156
12014,4484.27880859
12870,4842.56298828
13726,5422.30224609
14582,5644.74560547
15438,4233.84033203
